EOS #,n0[fm^-3],Lambda_0[M_N],gamma[1],a[GeV],b[GeV]
00001,1.4677549380934494,1.9646327559994223,1,0.009231247532326896,0.007117189511883212
00002,0.8289554631725129,4.7804263625013865,1,0.007510092674510507,0.0021790771472332015
00003,1.5570686576341006,2.070539657763683,1,0.005490288889312311,0.017236252657423616
00004,0.7273787407912572,1.424993708981978,1,0.03723150183384913,0.019735018000974137
00005,0.968599184683949,5.626571028141514,1,0.014909228528832674,0.0027956572097436886
00006,0.8466797156843411,10.45738863525235,1,0.022206691718915726,0.009638058605716718
00007,1.7933851400690857,0.41251128091133277,1,0.02083508750632794,0.006843649802878115
00008,0.8341641054796503,0.2513112901164269,1,0.017849614843373766,0.015797626707741347
00009,0.8593318787955713,0.14888694616475606,1,0.009295306374651327,0.016700002225991533
00011,1.36495301687257,0.7729198830193794,1,0.025074086410362233,0.005633080916672188
00012,0.3342612024490528,6.3390100522310355,1,0.012681238213604997,0.009517164501846535
00013,0.579610605548348,0.1788199275463517,1,0.015478473991880787,0.010639258997057914
00015,0.5449457076253075,1.0146399980598546,1,0.003932841169105462,0.008999303863891916
00016,1.4745515549494836,0.1291779758067437,1,0.03858597662718759,0.004367569396976212
00017,0.5790123745561038,2.5375264725690725,1,0.004776692768358076,0.006143816255075261
00018,2.28268627507799,0.14407128073282388,1,0.027489708828241935,0.016859898704354333
00019,1.8317764697017458,7.048227802619703,1,0.016682006775636776,0.003273518620250275
00020,1.744545788122128,1.126682609897661,1,0.023061586535263308,0.01996744339913066
00021,2.3244831848013776,4.839695204483844,1,0.028541173558972913,0.009449823982373337
00022,1.3785311641981468,0.29995238805964936,1,0.01862123278518856,0.013827304805662884
00025,2.1806480137687894,0.3879907881272182,1,0.006209227619632182,0.014802262370919009
00026,1.9451558494413907,0.2553480305542349,1,0.02368572610843967,0.0029940193132619213
00027,1.5050888287937136,0.16449289267598136,1,0.01589336286816452,0.003997320843910007
00028,0.40386775626424654,0.22827388882626196,1,0.012049670758686954,0.007805401261197001
00029,0.7232720225741898,0.27698040584295625,1,0.03433284492150544,0.01800264380974126
00030,1.0982473222468658,0.13881650169450915,1,0.025259050035540853,0.015308253602848182
00031,1.9501633585683809,2.3706092838357664,1,0.01204218452855388,0.003825165578315656
00034,2.3652773938917653,1.811142464787926,1,0.009294972124124248,0.015100054577083272
00035,1.5701663714271803,0.11819939546221708,1,0.0063786122623490545,0.006508560229772058
00036,2.252391968121202,6.351660479807071,1,0.03078878078275627,0.01463331080882206
00037,1.4377514266239644,2.058449103734576,1,0.037525898224511585,0.0024369478765757183
00039,1.9065057905508542,0.2543436058120202,1,0.019860996597854147,0.004364513118005136
00040,1.5786989299357301,4.474614725328017,1,0.006823183704178739,0.015362214521039178
00041,1.6736613504682731,1.0466950275310112,1,0.008469094930552607,0.00623722434639945
00043,1.2802742448973157,3.268148110997552,1,0.017053688817143437,0.005977706398946915
00044,1.212308255865627,2.5992993107534725,1,0.02212924737820879,0.007744950411128096
00045,1.9125160853700411,1.6485901734412969,1,0.01637428865566113,0.00936182866056039
00046,0.7247282315099384,0.5827575670501618,1,0.020427339496305034,0.006841127291429479
00047,0.5255572067451562,0.2703734925470653,1,0.0251270660993864,0.014666069276455963
00048,0.8212083548547373,8.165273003732281,1,0.020267392903674054,0.018863628428392384
00049,1.7487163467826006,2.1168278957706437,1,0.024910629829821805,0.01271704422444585
