EOS #,M[M_sun],R[km],Pc[dyne cm^-2],nc[fm^-3],nq_max[fm^-3]
00001,2.155769319134567,15.145158785491027,1.4787711392914434e+35,1.3841737289607494,1.3833972693451937
00002,1.5958113122387525,16.922885728891185,4.580198618102681e+34,0.3560629798863011,0.1262001311729222
00003,3.0107252131441182,16.909088937422673,2.386848303633182e+35,0.3659118075873874,0.0001462876184652844
00004,0.5394207899768286,13.693373414991784,1.2338567508930395e+34,0.19799358206658874,0.002200681994229661
00005,1.991890237852407,15.178896923273639,9.695787213755444e+34,0.3371849552614599,0.004323476376415299
00006,2.686949175185855,14.207469765283998,4.792246159061844e+35,0.569638706439912,0.0032889473829647237
00007,2.696866450589937,14.869922205687404,3.451965004462834e+35,0.49150182604860915,0.0019806643669999994
00008,1.9455946483533182,18.958172914820146,4.492854915109804e+34,0.21164269309216446,0.0001551631813315823
00009,2.225154542257924,14.374967712277648,2.558974193535759e+35,0.5291299125953702,0.004478538013579296
00010,2.787523268987217,14.480533652824402,3.833874279297249e+35,0.49150182604860915,0.00019649716164673003
00011,2.643936295005283,15.797017760104179,2.3733806528327106e+35,0.41962912343800113,0.00047360075636259877
00012,2.7589917477627757,16.077677531377837,2.6396662866699093e+35,0.42408291830955447,0.0008139757312511327
00013,0.9570970129143705,7.01061384847513,4.6965602122716596e+35,1.6000000000000005,0.07132104906318269
00014,1.8506010070248113,18.949318441120436,3.0103600373674384e+34,1.031416378202119,1.030832492653749
00015,2.434404370692107,16.524496798872853,1.1762099875218136e+35,0.31529190005316776,0.0018352352514953026
00016,1.4339839887357837,15.51021480610889,6.250398681527851e+34,0.3353822658384799,0.0010415698775116434
00017,2.5661212729168588,13.778388300132344,5.168652972834955e+35,0.6132487469531408,0.00024517027561931796
00018,2.6148089143180826,14.18176956788369,3.6141285104253576e+35,0.5291299125953702,0.006784646353473474
00019,2.81896304474884,14.264586671059398,4.582016138282747e+35,0.5291299125953702,0.0028352615907866504
00020,1.9968577831775303,17.719570634659913,6.250739962039505e+34,0.2558448312876723,0.00010228402114836439
00021,2.82638429955032,14.236255420879553,4.5587842481731716e+35,0.5291299125953702,0.003833920782593377
00022,1.0821252206196394,9.838638864089775,2.0287883517313218e+35,0.8867936184241375,0.028417893808917315
