EOS #,n0[fm^-3],Lambda_0[M_N],gamma[1],a[GeV],b[GeV]
00001,1.536065336216389,0.4616662246532644,1,0.010468925665640682,0.011994874770760045
00002,1.9925522085769274,4.486371574028502,1,0.01860131619169674,0.011924095797726951
00003,1.5968169995987906,0.30642551953313335,1,0.005023692947695635,0.006049780505672737
00004,1.6079938389886295,0.3444142233457383,1,0.009501042272366221,0.0045465537968883765
00005,2.010411031896683,0.1290466130847614,1,0.01635554347482326,0.018793091285112425
00006,1.778179979372446,0.6404297393085211,1,0.0076075360168206835,0.009679741295307418
00007,1.5637561328264789,0.18550135391076286,1,0.009008312615429203,0.004109602238712507
00008,1.788456451388943,5.714583443684754,1,0.012615096716936334,0.006958868997305654
00009,1.6680202840065403,0.155279316049051,1,0.0061840425636025915,0.017721618308550638
00010,1.6851073840562452,0.5528956562878165,1,0.017388731424696352,0.007764180342518451
00011,1.5042965515316065,6.1942351552621515,1,0.017898365420728618,0.00540703941358971
00012,1.8293093629097508,0.31045284431375225,1,0.004784676706749008,0.014699604954586673
00013,2.160643469942111,1.665001628123134,1,0.010090159892836542,0.018730207180801144
00014,1.4629484806196968,0.15335687456917788,1,0.007135994103414369,0.011244011051630469
00015,1.7195935002008949,2.055768673903916,1,0.01965553193767622,0.0020518374189122924
00016,1.873152096911449,2.0788790660779757,1,0.01699560332404595,0.014395676629325725
00017,1.854004976749892,6.17931472433934,1,0.015166360601642167,0.014444452415341301
00018,1.6910842579743308,0.5438475938868935,1,0.017353292631106354,0.0036051009095697537
00019,1.6250713547751503,0.13444633361348882,1,0.00697975108351506,0.014232042882195641
00020,1.7959889161702807,1.3740905552837868,1,0.01777339943338648,0.0021192012906862895
00021,1.6193202977458954,0.23241240643326697,1,0.00987380766073507,0.005839348465951327
00022,1.7612841413718847,1.0339191727337662,1,0.01868744082482386,0.009735901828450544
00023,1.9031835150476923,0.6592371496693532,1,0.006139290376414493,0.006544591173594189
00024,2.045990491376803,4.5127698326720775,1,0.0054564368931105025,0.01963396017907107
00025,1.578214032517753,3.9899503046871194,1,0.0193987347098434,0.011161342491811548
00026,1.475335942974768,0.7724159903897522,1,0.003756141894702765,0.016685796277344414
00027,1.518653958189753,0.16183144854085613,1,0.019856628249757945,0.012577495627856615
00028,2.136385702930435,0.6576497262921153,1,0.013333398222627699,0.013887825310130235
00029,1.7588866535310674,2.7405930887165324,1,0.004637709264432409,0.007485343441851688
00030,2.02672794782756,0.15772619956425737,1,0.014101328681769389,0.017973534739956866
00031,1.6811514824665539,1.2114625967354993,1,0.013106158307055096,0.014473515670437696
00032,1.6384384570509278,0.5625807735012027,1,0.002676624632648471,0.006345484399875763
00033,2.199851986098785,1.463973054088124,1,0.009070537658128593,0.0027561728301534814
00034,1.5275054358350837,0.1242022684456352,1,0.019112198374263104,0.015118524852208678
00035,1.6534636987461226,4.051408588877051,1,0.006559312768563108,0.004873141140028046
00036,1.9021834252560013,0.45624873452713116,1,0.0025122995389105186,0.012004059244671175
00037,2.0536850965275737,0.16372908456582508,1,0.004192825362950537,0.005184482146594651
00038,1.4845370058745078,1.0591149103503112,1,0.012477166465803883,0.014336505797638418
00039,2.210876400115821,0.5234847683674713,1,0.004502406188557816,0.00650665783375105
00040,2.098032704619103,5.716035173235619,1,0.012193683230577318,0.0020311603838146083
00041,1.8734995202614795,0.5404211671072621,1,0.012419475654969495,0.0035644400210943297
00042,1.904149216741098,2.0760007891736247,1,0.01017407635541313,0.008997819253090534
00043,1.6199355165570135,1.2360336459531427,1,0.0020204002605586405,0.006588516128367626
00044,2.150502999011506,3.9705937417444614,1,0.006066177899001503,0.00808553653759976
00045,1.9311667765758151,0.1387418065556778,1,0.007594949967693636,0.003881347957693455
00046,1.4587648773577757,0.4820970266241364,1,0.0027657519526162375,0.0030578869427837557
00047,1.783987041038754,3.7274182992456892,1,0.008273681923524937,0.013358864102539017
00048,1.9884350231674643,0.20188721788231995,1,0.015745306588151382,0.00838820320434071
00049,2.0832025871498434,1.7061499657527328,1,0.016362450345988478,0.01806941320359058
00050,2.165420638007364,5.754558706144972,1,0.008145104860914971,0.009636603785037747
00051,2.02718879727704,0.49044046021593496,1,0.01673328560682838,0.014701358006464724
00052,1.899928999840721,0.4801898178341205,1,0.011454303799792788,0.004924551512205692
00053,2.151120350209575,0.4687956956015145,1,0.0027784814939810073,0.01573251592947665
00054,1.873282738019542,0.1085399449316594,1,0.010224206816473205,0.015128816525586257
00055,1.9114099059775966,5.060427831094036,1,0.007678544098762427,0.007017353886770682
00056,2.0468674027883704,0.25137576310977555,1,0.015618141311575746,0.01757861138076207
00057,2.0410271265498965,0.6179003035106104,1,0.01770144481215033,0.01853508717560648
00058,1.8254354844331175,2.46370763845249,1,0.010836419263156042,0.00958327265083592
00059,1.9362696453518913,2.0001245946487747,1,0.004186993039679681,0.014425660849424189
00060,1.9884617583919424,3.3636456320144714,1,0.004581433037523017,0.015102063545861626
00061,2.1334580980476314,1.482469822443011,1,0.002285539554483187,0.007421686922288648
00062,2.147058933284489,0.18366029271051726,1,0.005023539304465498,0.01964107716556398
00063,1.724346089435745,0.5428628984300988,1,0.006143750607871082,0.002356623665759834
00064,1.5199851147407435,1.13503813300969,1,0.009397129205745614,0.003279522861041387
00065,1.5417172548251719,0.11076020242751725,1,0.008489489072673866,0.007003908019082348
00066,1.822877148136861,1.2874881840085857,1,0.008653526571883794,0.017737060326731974
00067,2.193043497452712,0.4779589332814554,1,0.003977361376952305,0.006289502985910313
00068,1.4498674819657322,0.4569307942011625,1,0.007225038853401014,0.007071196472607727
00069,1.5809022168970017,0.12445012163438979,1,0.0177969086989469,0.00875196741339085
00070,1.9874480312874647,0.4548431564424243,1,0.014048695586796276,0.006272670611732954
00071,1.7976937406033804,0.9514975231313549,1,0.01848605238008811,0.012803813336520134
00072,1.4600560265672868,0.8237263384333413,1,0.004783340912020456,0.012664249578973382
00073,1.5316945432964562,1.3075998226649623,1,0.008146818980786417,0.004734658333010901
00074,1.9770921629836309,0.6457484043235664,1,0.0186484508281394,0.016668116104197158
00075,1.910088686032298,0.42044820761170504,1,0.0027936379220124194,0.0026956813016945154
00076,2.1349908259942625,0.12706920796891777,1,0.0035998340727416934,0.013892055573604825
00077,1.9554443719887133,0.12032546172083124,1,0.004799021586130867,0.018638743824025084
00078,1.4581548866036493,0.11058185971195515,1,0.005015829363769436,0.012558461287667182
00079,2.127938815042919,2.434563573569698,1,0.01935279748470095,0.007951672727066891
00080,2.0127076550128886,2.908412141300869,1,0.01396383429400367,0.0034168322245060508
00081,1.681149464384945,0.5772998839850728,1,0.012758109118052514,0.011507717288008892
00082,1.7997119299973157,2.5404674155791316,1,0.0026968746276884174,0.0060427625426130865
00083,1.852844941419835,0.22195632164450058,1,0.017376702887797815,0.01214665407633525
00084,1.9148749907925602,1.2991077297291436,1,0.010574815674833706,0.019835006645874835
00085,1.9801270951492433,0.200746562326499,1,0.013455976271711526,0.012398384627879957
00086,1.546486878635419,0.5278653119131487,1,0.01336044058184512,0.016484250024842967
00087,2.0781290877348226,0.2736332970710258,1,0.0020839100062614957,0.014979538221596839
00088,1.4697204702128255,0.1601283781811799,1,0.006456056482396804,0.003489850519282387
00089,1.8785601427798668,0.39336797857772227,1,0.015664517374703497,0.015736637173981535
00090,1.8043745957465476,3.398754052636261,1,0.01762481684135755,0.006125227520313825
00091,1.8431186638013508,0.593785634269356,1,0.007735451638370286,0.00816845342131182
00092,1.6503523217361908,0.2100810875788489,1,0.011153683720918791,0.01853833692838993
00093,2.238570268678414,0.3783367887874629,1,0.004378984535041179,0.004972719701685687
00094,1.96555265339016,1.2562337293212607,1,0.01007797902940473,0.0020243340275481604
00095,2.0487027233088106,3.2042408874870754,1,0.01712600603461367,0.017546894650436164
00096,1.7324675589058445,2.1526555356183894,1,0.006250138062139069,0.012695361147673948
00097,2.1354701486120864,0.8026832350984354,1,0.01995331639296786,0.016839904880552307
00098,1.5944415536246377,0.691225629467621,1,0.017636487952482086,0.004713490156119405
00099,1.5422793141611544,1.91716577844077,1,0.004203358699092833,0.006634652535490637
00100,1.566559148035039,0.8762081554818137,1,0.015052868526459179,0.007897294530689072
00101,1.9892504810793898,0.9416477332072576,1,0.00475416973957711,0.0022477397682720557
00102,1.8732601448973953,0.156687360540494,1,0.0028609544638326704,0.002444361754496164
00103,2.014703179815566,2.0011780707268065,1,0.006842482130048048,0.01183881990707795
00104,1.8773284742745642,4.2887271347164475,1,0.017663244078761582,0.0067470409860647205
00105,1.7932223390333895,5.384252850806219,1,0.014746756218323756,0.008198160795972373
00106,1.6019047030768614,0.5861963919836692,1,0.01191626446730006,0.011823320670155334
00107,2.1057681037213167,3.116923907159965,1,0.007159245637753023,0.01698020279295112
00108,1.7765127386085402,0.5951517717049141,1,0.0020573878547373568,0.01109288034013158
00109,2.218505431455057,1.1459950283902889,1,0.012980494004792911,0.0070707594934989355
00110,1.4986774769306304,0.279338810733335,1,0.008698939263458055,0.011150481288627324
00111,1.587958391746838,2.521494922912541,1,0.003670012942286438,0.00607834479606595
00112,1.7961581390925097,0.10905194348412417,1,0.018842346213731424,0.01053096094397405
00113,1.5226056088556121,1.0890927104226005,1,0.014697457515631647,0.006565276360724532
00114,1.5750810984714527,0.40833947416296995,1,0.018493703114737713,0.010029335910648505
00115,1.622484318583368,0.1474044404680993,1,0.005007563863543301,0.011049796624062648
00116,1.8507113389546288,1.9001250469093123,1,0.0034541311888025483,0.009073031751202254
00117,2.013915748259828,5.783660973838435,1,0.004585671818939976,0.01636590820333851
00118,1.8129814973298772,0.12339896674925671,1,0.0053333671652093795,0.002607683676250928
00119,1.5254252731919935,4.330561674074141,1,0.004839456867974592,0.018336192236854447
00120,1.489297450506047,0.12850122500954977,1,0.011214842882111824,0.015777438118602972
00121,2.0530351801040663,2.967264892500979,1,0.015346788714724639,0.005882211887418611
00122,2.181017144482485,4.416729473054611,1,0.0147957648202354,0.014652548738227475
00123,1.4901971129488853,1.7047978586907684,1,0.019847542812467096,0.017213887356480953
00124,1.602605945915077,6.364051640151338,1,0.00936944465228462,0.011475897639348314
00125,1.845014564654168,0.7837052480544633,1,0.01600991350484297,0.00649810209950749
00126,1.7175404655225857,1.3265933623891037,1,0.016445526149710545,0.012753235947657458
00127,1.9931109186652713,1.9348267434498605,1,0.018710844230058837,0.002004726620820253
00128,2.0193089202706176,3.0861143473719057,1,0.007021614823964599,0.018441631726749015
00129,1.6344311263897782,1.3458036877175639,1,0.014919873535374497,0.016514391059790776
00130,1.8359221371414662,4.92618387807292,1,0.004851295037184532,0.011142192444377969
00131,1.9836796085234354,0.2918505666258367,1,0.0056429190639117385,0.014398481387755516
