EOS #,M[M_sun],R[km],Pc[dyne cm^-2],nc[fm^-3],nq_max[fm^-3]
00001,1.452814699611549,15.027395234521371,6.697596690423456e+34,0.3415919364738678,0.00013656479467867366
00002,1.3427715642601803,13.90004501756973,7.00131521164529e+34,0.3662932496306838,0.0001464401149054959
00003,2.0194638299057495,10.668363054472733,1.1435547069292573e+36,1.6000000000000005,0.8766977972474441
00004,1.881366313996,9.85387753712938,1.182486340388147e+36,1.3112822652157983,0.18725542880876428
00005,2.588689461892002,13.553068706544472,5.319401598329481e+35,0.6132487469531408,0.00024517027561931796
00006,2.07765392817548,12.877149339926348,3.153526687174195e+35,1.3890690698477985,1.3885137143500887
00007,1.7601537378963814,10.418315984024147,6.033611679209375e+35,0.9546842044906046,0.0018324005516698492
00008,0.9725079299053327,13.549525014081075,4.78484493235474e+34,1.3983553888024751,1.397591801252217
00009,2.5718454758245404,14.159004101228494,4.368931699974639e+35,0.569638706439912,0.00022773544887813924
00010,1.9521713604397835,11.185298792916061,5.340318899332793e+35,0.8707762748053203,0.02607479536931395
00011,0.6441539981389669,12.19698093845142,3.7598543928682537e+34,1.1927515406085187,1.1923205582476268
00012,2.5019647108552663,13.176694111152075,6.510461492535068e+35,0.6930131315623821,0.0008681253847782762
00013,2.569900541901487,14.161559010470036,4.192476198169809e+35,0.569638706439912,0.00444162720137615
00014,2.3360595333313885,12.37746216517206,6.934656917547766e+35,0.7631237668279215,0.0012103376368006622
00015,0.1283795544750956,47.01605513305839,1.9438181938639737e+33,0.17444302254819674,6.974045056021032e-05
00016,2.089734741029739,13.764959495441307,2.1891639574481203e+35,0.5108437212536467,0.003914480534011669
00017,1.647988943165112,14.756163798292638,8.758661199439655e+34,0.36750545424133774,0.0017242072030655665
00018,1.6684746584903447,8.832952514503914,1.2504930186724333e+36,1.6000000000000005,0.4033191275532683
00019,2.481830503692859,12.83961046805536,9.108541863719483e+35,1.6000000000000005,1.5989895793186961
00020,1.0548250179613616,8.062323318735537,5.097332605412983e+35,1.6000000000000005,0.49385182381129894
00021,2.01750472433158,10.055594530727387,1.4447089901806987e+36,1.6000000000000005,0.6019503416210379
00022,1.8194242254497297,12.400357474449697,2.3752544852627846e+35,0.597905954005444,0.0023971965308156387
00023,1.658854984716607,12.785838109805894,2.0243228525446107e+35,0.5977804436334496,0.00023898621375683564
00024,1.6842525487506763,17.32770664513553,5.042335248890939e+34,0.25738705328473643,0.00010290058497171752
00025,1.3802525500381926,13.44346809612789,9.525769174269421e+34,1.3255139617830978,1.3250687034986455
00026,2.4597179840069407,14.609590255273574,3.1494350293376986e+35,0.5291299125953702,0.006228791553002086
00027,2.3318093242667337,12.001616712403276,6.924601741856042e+35,0.7651528554085255,0.0009076559099732277
00028,2.0534225622603044,14.091590608539327,1.9227701258996697e+35,0.4779229088732693,0.00019106845611250564
00029,1.4876538683405325,14.013656548655245,1.0072553160580564e+35,1.3874748723715424,1.386944198670539
00030,2.5601004693245604,13.574734169545602,5.165207009042147e+35,0.6132487469531408,0.00024517027561931796
00031,2.140817128333659,14.07494761879425,2.1915480428305507e+35,0.4955219166198946,0.0016225846015809756
00032,1.9493452593067142,11.897711447491897,5.372399512936177e+35,1.4478805034765214,1.4473016349270114
00033,1.1680136787635855,10.624508830741725,2.1662828415128673e+35,0.8384510706675786,0.00653762997562897
00034,2.454840281122073,12.55754179245591,6.67126691213399e+35,0.7107404376270523,0.00028414640853740414
00035,1.0412410344645966,13.563099242577804,6.549811321749962e+34,0.4461622771964749,0.00469540383681983
00036,2.3363941802423898,13.306594502056974,4.684754819082403e+35,0.6556214483939472,0.0007777252324599708
00037,1.9432938123945402,10.472966521006946,1.0344681605887168e+36,1.1064558593335931,0.0013125236255081428
00038,2.109888601001554,14.146658032740248,2.1037925453415924e+35,1.206099013064523,1.2054464586440683
00039,2.0270970124568173,11.054645996183735,8.844530293179742e+35,1.027772315190413,0.017067220952960233
00040,0.40816743714616965,13.156831819484754,2.5273351311168427e+34,0.42658454633925663,0.00017054392906723742
00041,1.665598275268695,9.1648195029565,1.1676899958646056e+36,1.6000000000000005,0.36463663259082146
00042,1.7846000449394162,13.136861858721531,1.9836492814736338e+35,0.564022056768624,0.005541541980030708
00043,1.6836915838878659,13.351307243153206,1.8489472188208757e+35,1.2890503501995962,1.2885430004584109
00044,1.7105545618075129,13.431907744155152,1.7471096274712002e+35,0.569638706439912,0.01320360977908073
00045,1.7584397932956757,10.036694193418576,8.117694904190304e+35,1.1064558593335931,0.0004423491924626233
00046,1.7235358001120054,9.722765857044063,1.2097984431324322e+36,1.6000000000000005,0.5492061369798547
00047,1.618927980911556,15.345415051891568,7.901968631727447e+34,1.412038612079334,1.4112963094735813
00048,2.1143390731608083,10.916808253391416,9.024330780354993e+35,0.9546842044906046,0.0011324858219359426
00049,1.8142229986973988,15.387209796772826,8.829794686815694e+34,0.3391044246313894,0.00013557031410770342
00050,1.6967890549670235,13.900293716228825,1.395111258501991e+35,0.49150182604860915,0.007372857642699422
00051,2.2882143917786664,13.373876248219887,4.2474404781266725e+35,1.6000000000000005,1.599312549612042
00052,1.8275479005041575,10.07912657062041,9.0045324732872e+35,1.2663252816796804,0.13542055807928038
00053,2.5532043930019044,13.525063134085837,6.095838029104114e+35,0.6601974574199128,0.00048401547109223577
00054,2.472251219315289,13.202125642766594,5.601062999072791e+35,0.6601974574199128,0.0002639398668207151
00055,1.3123365409861214,13.725243799000731,8.830085491243988e+34,0.4492576431197289,0.0035029834622329276
00056,2.528105245384181,13.48542283013881,4.990624343366205e+35,0.6132487469531408,0.00024517027561931796
00057,2.4514191094931155,14.058853644887645,3.2617413444791547e+35,0.5252764542196486,0.00020999989595932135
00058,1.743261620447525,13.39990631201162,1.757426456940628e+35,1.5237416115471694,1.5232180791093313
00059,2.158485908923389,14.96410545714111,1.8265390729443696e+35,0.4483917574257825,0.000711163042791245
00060,1.8532884833118783,15.92678796448953,9.272598886913217e+34,0.3462547517892136,0.0001384289382609947
00061,1.9514357046516668,12.707162450095808,3.473807395215939e+35,0.7107404376270523,0.010561225013344135
00062,2.6327505020502024,14.658038414639897,3.896081828719788e+35,0.5291299125953702,0.0002115404673126383
00063,1.6014226594643164,9.047908332543466,1.1981936270135263e+36,1.6000000000000005,0.36719667058204797
00064,1.2034258314942479,10.800787982854624,2.5773425936016305e+35,1.1537822394488357,0.36853264480882836
