EOS #,n0[fm^-3],Lambda_0[M_N],gamma[1],a[GeV],b[GeV]
00001,1.0584145497580857,2.561816175798891,1,0.011287943014527258,0.006341541502071562
00002,1.7038891778296756,2.5237324952454085,1,0.012046480509016293,0.005536513752242027
00003,1.4669735386547513,0.7670172104038805,1,0.01248211487258812,0.0062488106169179885
00004,1.401839586314624,1.2546666990221678,1,0.012024709518814364,0.006063276266419865
00005,1.6831479513277219,0.6796214793970962,1,0.010332908424458725,0.005940506508861303
00006,1.3845036087660187,2.142897532940111,1,0.012264303452295768,0.006104503195381057
00007,1.6149300413284124,0.7259914800828864,1,0.012649112569229548,0.005859449608009692
00008,1.6562168891995022,1.9175287567340051,1,0.01117196717932005,0.005631236466945454
00009,1.1066916189288833,0.6439046408882341,1,0.012666942682561737,0.006331950224129916
00010,1.0218901321866054,1.3913314204928995,1,0.011266051581215575,0.006355308461132102
00011,1.4302259230210976,2.4194389352147088,1,0.01109595398157398,0.006224690954019266
00012,1.11753516237513,1.0955499247769227,1,0.010124648321768022,0.005836355735290368
00013,1.4522706735107278,1.4948808076310793,1,0.01272378996344707,0.005665701277835383
00014,1.942691880462608,1.7500666747457456,1,0.012659864327085235,0.006280264245732457
00015,1.4292288695587019,2.8526685089927786,1,0.010912637759448044,0.005857523676626258
00016,1.352419356850906,0.764274470796642,1,0.011341385376184489,0.006185951738934349
00017,1.7966058824845186,1.6602087059924346,1,0.012981559143252323,0.006113149713161548
00018,1.291460015692783,0.7494351749704987,1,0.010307457451010369,0.005974100676872049
00019,1.1236217480973014,2.173507677968179,1,0.01142357951244102,0.006073523435069129
00020,1.8031851836705908,1.0387468492311012,1,0.012184777753095085,0.005924379371617438
00021,1.1016710609107976,2.5683584466367826,1,0.012600108749535847,0.005967878886786866
00022,1.8126044415056723,1.6543112951073382,1,0.010332308525612241,0.005625343187105752
00023,1.5832562862321669,1.818684305320378,1,0.012539641818442556,0.005715344946441808
00024,1.3219825584630993,0.8949535052933961,1,0.011793941655466177,0.005569947808684674
00025,1.8882852974294388,2.6930040830526303,1,0.011592913925852126,0.005932949889120171
00026,1.2860629793222038,1.3631466617519328,1,0.012169373737578615,0.006129291930403895
00027,1.8417764236850775,1.9377823932098657,1,0.012089535433860954,0.005936732703095343
00028,1.858905000559734,1.413767949045586,1,0.010109197949730149,0.005801904445796381
00029,1.6302197578203408,0.6479234433174909,1,0.0121860917519261,0.006262806024583695
00030,1.8992037395085684,0.6700268453015866,1,0.010096432825336064,0.006202039469332458
00031,1.2298936737825,0.6814135371589379,1,0.010372142096866151,0.00634475739088052
00032,1.3188125260491155,1.1627994837704734,1,0.011352837222712527,0.005531192050858233
00033,1.3268310920423716,2.2667541443325447,1,0.011881377031581417,0.006140100901756058
00034,1.2106847285006657,1.3245763914024369,1,0.012924498970293867,0.005676889150322665
00035,1.5519526846971496,1.6379561548463755,1,0.011765821484829438,0.005897327747736332
00036,1.5665213472778194,1.5536308737290097,1,0.012739956439278222,0.005763383296514806
00037,1.3533748938560637,2.731756194825138,1,0.012959734594538022,0.006107025820041439
00038,1.0269376850724377,0.9254992928804573,1,0.010980028556898854,0.005967452777039539
00039,1.5119707514504506,2.383222203408507,1,0.010113281657502264,0.005551314227803534
00040,1.4751438419857255,2.329584854421273,1,0.011477189308810103,0.005919701647421526
00041,1.9433917500120186,0.7235586074235909,1,0.0112955214826277,0.005612189127606787
00042,1.7371554271256366,2.225357015160305,1,0.010162567944026686,0.006002170261940565
00043,1.9653400514148025,0.8950828189071289,1,0.011904558037505205,0.005739393676426996
00044,1.8756572340347313,0.9320967113670432,1,0.01100998553436421,0.00574434957681404
00045,1.9740954862535194,2.926729462762311,1,0.011131847668772784,0.005663290179182211
00046,1.9689345760368928,1.124704500454567,1,0.010007954866714507,0.006059085208469141
00047,1.9762822114158463,1.3883936859812853,1,0.012232139167574946,0.006303813218360506
00048,1.5931106334563985,1.287871146798328,1,0.01297285841143779,0.005511656145583345
00049,1.1153010544100428,1.5805052633835166,1,0.011752333842508386,0.005565071443897092
00050,1.1905199557881023,0.9926853139482353,1,0.012948174734671561,0.0056884580425857435
00051,1.2837914571812121,1.3812431620103263,1,0.012799305399762567,0.005697958589419402
00052,1.7939498264874916,1.8183578898573072,1,0.01058795139593223,0.00597661541161996
00053,1.9303406078121261,1.4944417354778268,1,0.012680497213645375,0.006219788919163971
00054,1.0573768073268337,1.163487154984913,1,0.011152616044040683,0.00565445316881699
00055,1.5813783231501728,2.026948055284023,1,0.010566812321162505,0.006184417273008489
00056,1.026069678856893,2.3193281826443277,1,0.010350779177396505,0.005500796908130423
00057,1.3809529839087575,1.1891136795031756,1,0.011888905511178258,0.005934422883705862
00058,1.7586872064952386,1.0999579926617402,1,0.012614066691024446,0.005726504996016051
00059,1.2247441990581376,1.0939594995203878,1,0.010289935085779802,0.005826150218064535
00060,1.4308994747100168,2.1944954941380934,1,0.011988927210616328,0.005916657310655311
00061,1.1327056015497914,2.0658324464038382,1,0.01111756948942431,0.005531490957744121
00062,1.4666855880013976,0.6746156328461633,1,0.011265864355735268,0.005768702611907866
00063,1.8549740458423407,2.1640152120746325,1,0.011692443875586538,0.005694710739059335
00064,1.9555894894870745,1.345991558430083,1,0.01057076420197768,0.005680966509388824
00065,1.8478227977917538,1.4841124185639234,1,0.010545876926535717,0.006213641155434754
00066,1.9214148560993787,1.1208969361698298,1,0.010647305881226522,0.005627244968220693
00067,1.5706364124212755,1.1770930112221352,1,0.01138207326469122,0.006041516034603754
00068,0.9789688609454906,0.9195619337515284,1,0.01203605115907712,0.005559050463558117
00069,1.5354898101735575,1.0467375725124788,1,0.012005253184335036,0.005954085418182771
00070,1.6147070167050341,1.2605351626332524,1,0.011218958613449397,0.0061783455794946806
00071,1.0528566789338174,2.748868485061928,1,0.012862443957771853,0.005831167402446447
00072,1.2905041752417148,0.817942193367405,1,0.012136082675723076,0.006245588190127407
