EOS #,n0[fm^-3],Lambda_0[M_N],gamma[1],a[GeV],b[GeV]
00001,1.7686142643114755,61.05697928196553,1,0.003300609261341949,0.012622125261020802
00002,1.1524202622311526,64.29507624704729,1,0.0026080186161167524,0.012971314930633956
00003,1.7131492944525528,0.02915894021737926,1,0.012325276481507937,0.015139024629461519
00004,1.2141315950497815,4.05057117945215,1,0.0022390996579375053,0.0025064128721410573
00005,1.6489964274080888,0.013877401716025035,1,0.009639557924704716,0.01790756589804858
00006,2.0330775960085643,0.018471155551906926,1,0.015737854430306147,0.012967994926377588
00007,1.2772069689969408,101.75152985303288,1,0.005998002210033016,0.01881475615616971
00008,1.6491598882794114,0.5867163955880456,1,0.005702170437645903,0.015086040683390308
00009,1.6456255354977736,0.19519301189525734,1,0.018598919590377412,0.011539264095395374
00010,0.49959140143074154,76.48166591549058,1,0.011565452456764432,0.01626921020449851
00011,2.4436766100656375,0.16096544756167888,1,0.018875442844350658,0.005125047855362242
00012,0.5023128106452832,0.00546331578860537,1,0.009376199379199293,0.017365522501247156
00013,1.278778096803055,106.92764986557121,1,0.012210255836063076,0.009454712476187468
00014,2.1914605042505166,152.66592084182327,1,0.013904118767008403,0.009617002549125815
00015,2.073329162637205,3.991690948376995,1,0.010006240059995637,0.011205850894084062
00017,1.0810041020196766,4.597358837876137,1,0.017498667483118582,0.010471605793137658
00018,2.244196409187548,3.370116977109886,1,0.007012634630869985,0.008800131975186969
00019,1.55725946973795,14.100240782242771,1,0.00853740617460995,0.0033396951537422686
00020,1.300262544574617,78.90371929296023,1,0.010772957452043938,0.015471670817949954
00021,1.5172660374021956,0.026621849908554117,1,0.016359792225878536,0.015979703911806788
00022,2.2175085681310276,0.5135177981276905,1,0.00831769114036347,0.018698972724962355
00023,1.3691272335647862,0.3578945719876912,1,0.00894158819594214,0.011037323713817717
00024,0.7596049165610999,0.027949253626113408,1,0.004199638481006715,0.010870444585455472
00025,0.5886877334571281,18.36706530153444,1,0.004955972787579172,0.002796450396281122
00026,1.5094341166973226,11.322084798408769,1,0.00830119462099382,0.015405835303375567
00027,1.3882042526791298,1.9384181324799759,1,0.0027173615833941474,0.004619209566958007
00028,1.2117190827527504,52.38558671767962,1,0.007688284671913086,0.004810419882533595
00029,1.588919893046361,0.017697151568390745,1,0.018250655350841583,0.010589603663286571
00030,2.435026989805798,1.0294224042327935,1,0.006422614784902721,0.01849492983763633
00031,2.4094336604250675,0.5682487759750212,1,0.011217058129701373,0.01457686930861725
00032,1.573780942102603,5.3379212721340465,1,0.01694292734575087,0.009786324035594676
00033,0.5962295125190268,0.19620475706040807,1,0.013094340804919554,0.008073389915189102
00034,1.0231093159289286,0.06821483177541922,1,0.016668802970588863,0.016639117124076938
00035,1.7221766965047878,0.13439518749057533,1,0.009320024417461159,0.003509614919216474
00036,1.0183082745223453,0.02979055170705189,1,0.007216101932292608,0.012469712358945097
00037,1.5528267264920441,5.361264251147,1,0.0166524915139172,0.0024892573411559532
00038,0.48165015231886343,0.08767514341785689,1,0.016603832985026212,0.015756663881362685
00039,1.8810070162347967,0.005808640426944571,1,0.005105252350344067,0.012156636921875092
00040,0.8604309958532232,7.982338895630705,1,0.015046240133963615,0.009136657321765905
00041,1.0371402688380196,1.5849864471750381,1,0.00888593265464378,0.011294977888709165
00042,2.2445881927029685,188.75665103575054,1,0.012381886988210418,0.009836945164074356
00044,0.5351095706435532,80.9983622929742,1,0.015587860774975685,0.010129394248724041
00046,2.1380512316163447,0.06732265161421583,1,0.009759894270612957,0.005088168386449555
00047,0.37882818734197105,0.21009727505613363,1,0.01652329230725243,0.017267015036855016
00048,0.357704444795414,0.008500872811626786,1,0.002555218727109459,0.0029951226688113824
00049,0.9200478539856667,0.01012527126310562,1,0.011969958909798607,0.011820604870011691
00050,1.9949735922435639,0.012878200963466131,1,0.011869982252838683,0.004671427570251558
00051,2.2019605483997324,0.0627648622160481,1,0.012004731184558455,0.008319686725068744
00052,0.653666902218093,0.2824928581142856,1,0.017696432923966735,0.013432078151789997
00053,1.8268717637404475,6.118667661880528,1,0.01667347977954039,0.01213706386973953
00054,1.7209820964925922,0.0063326864526838415,1,0.01922201332887538,0.018610119792088195
00055,2.0298029395431887,0.02065729105342062,1,0.017001778781159993,0.019486216985968217
00056,2.511312211500176,0.5874160580999043,1,0.016673895012521183,0.01888556751818942
00057,1.7724988547294043,7.35391166599282,1,0.015060145302546402,0.009757297032288378
00058,2.2243562052853196,56.298452053154534,1,0.012736981701580984,0.012194165800347729
00059,0.6706813914154016,7.16858622543465,1,0.01639390081436403,0.019857997649806516
00060,1.3595184298615712,16.738553669921206,1,0.005686522913461141,0.010622310887632765
00061,0.7262304717257041,0.008709008700777843,1,0.014165808650150418,0.019560827637947822
00062,1.0939147797154345,0.019844980652886174,1,0.013513156246106975,0.010040248845290185
