EOS #,M[M_sun],R[km],Pc[dyne cm^-2],nc[fm^-3],nq_max[fm^-3]
00001,0.7976706023045861,18.94290624458819,1.1498873174256197e+34,0.16133549454499693,8.382104764620208e-05
00002,0.4797759999128989,23.637919347210808,6.627081911332693e+33,1.1252339899536237,1.1244866298175964
00003,2.493294785822458,12.815410453118508,6.931433659856699e+35,0.7107404376270523,0.00028414640853740414
00004,0.7204651906935766,15.190725830333758,3.1086318050373247e+34,0.5217930551895921,0.18077155572529732
00005,2.5925236689795095,13.725817869960329,5.364991052978149e+35,0.6132487469531408,0.00024517027561931796
00006,2.3660912245114507,12.229981200277637,7.133733065517975e+35,0.7651528554085255,0.00030589990991976155
00007,0.4847746918592928,23.257781966989626,6.642737716781064e+33,1.4035578253269843,1.4027459186143016
00008,2.409340142634289,14.064327650963033,3.553337646171723e+35,0.5608290407472006,0.0014289614941463322
00009,2.2510039933349804,11.977491402318284,6.0976150405090995e+35,0.7570314076230292,0.0006456668954667425
00010,0.1989546728732455,49.437571664689635,5.452328708997705e+32,0.04077507048750069,1.6301436112978703e-05
00011,1.8123242558910044,9.514393649715839,1.0093355843530874e+36,1.191163208581688,0.0004762142827140185
00012,2.436891612768356,15.87277195397005,1.5246970676035882e+35,0.3398906720654028,0.00013588464740410004
00013,0.3145869698784134,23.108587389726345,4.528460525387617e+33,1.2134055397545256,1.2126154941551925
00014,0.6005025117504389,16.05903383598053,1.3510249915297007e+34,0.2183313893376777,0.0028114717969121594
00015,1.217845424301134,15.321444695233486,4.529314069387334e+34,0.30211163998667007,0.00012078099533238593
00017,0.8316450373891594,14.364652321930485,2.8117956718438212e+34,0.28823801605137556,0.004404055599618665
00018,1.82868377015884,13.32991582763676,2.0765762620628904e+35,0.569638706439912,0.005753272373787023
00019,0.5153534144433685,15.499696230792633,1.6894371704143934e+34,0.2877177988581333,0.001421894849007672
00020,0.41598979149449283,22.061228668009953,6.778429298553014e+33,1.2633818234063963,1.2628654006923032
00021,2.488265709236499,13.02161922185541,5.747223462576238e+35,0.6601974574199128,0.0002639398668207151
00022,2.600010073537227,14.150974001124494,4.4946198899545024e+35,0.569638706439912,0.00022773544887813924
00023,2.2532967113312976,12.677214816105563,5.565377806663038e+35,1.261631284154849,1.2611268788052903
00024,2.2647029493994197,14.037230401007392,2.6436198250666567e+35,0.49150182604860915,0.00019649716164673003
00025,0.31037036095066556,26.442939487176062,2.229123424538931e+33,0.09857159023202784,0.0008948634860943765
00026,1.2864935988545312,16.677302334435453,3.5270208055941026e+34,0.24955970488425827,0.001009823682261557
00027,1.2106557079703046,13.650175668903163,9.299736706655248e+34,0.7852125575846703,0.40072121581726167
00028,0.37219560958324716,21.162380484029278,7.363165477439327e+33,1.1065272881400665,1.1060727611428665
00029,2.194333664691569,11.831880750679073,5.872968668178717e+35,0.7651528554085255,0.00030589990991976155
00030,2.633466030900465,13.897134874455555,5.547506846195149e+35,0.6132487469531408,0.0007274609844571543
00031,2.473807954047526,12.546940672530795,8.14616700063043e+35,0.7651528554085255,0.001468618112426417
00032,1.1833469058090322,13.554765260767144,6.759702197142387e+34,1.3066692343764224,1.3059565619530749
00033,2.5471517773300363,13.185129901312267,4.393197823509046e+35,0.6595158455316709,0.17768147560507536
00034,2.4858584413310503,13.573405700398872,4.173993504626473e+35,0.569638706439912,0.00022773544887813924
00035,1.6715368953042327,10.03124316123128,6.297914258776153e+35,1.027772315190413,0.00041089235492307606
00036,2.3874418321553015,13.26666912056724,4.542111897877126e+35,0.6132487469531408,0.00024517027561931796
00037,0.3786688591064151,11.253328203259095,3.2858877216097045e+34,0.7119267403240345,0.18299921117760032
00038,2.095807609241167,15.438256621152863,1.0569837773931262e+35,0.3157199810489341,0.00026927540647326626
00039,2.389883137692761,12.558814105258437,7.345533227489104e+35,0.7651528554085255,0.00030589990991976155
00040,0.4936559171758984,16.405204614961374,1.0153924788051576e+34,0.20255919150382293,0.003560071626292625
00041,1.4438998693431133,14.98898591582689,6.965733393240984e+34,0.3655563632505108,0.007525892541533557
00042,0.490033267870236,17.983851787319285,7.633336125002827e+33,0.16076625563696623,0.00011786376043005965
00044,0.1658754715673501,58.90514047045903,5.6429743322182006e+32,0.4457362903138371,0.44544867115153486
00046,1.878577503138782,10.19632867885978,9.366171269880218e+35,1.1064558593335931,0.0004423491924626233
00047,2.7670885263830023,15.832577145587344,2.2346783584820206e+35,0.4737765690328643,0.1736728358749818
00048,1.8436524847772082,15.976645924223678,6.5758768915287615e+34,0.25304078969025706,0.00010116299537422772
00049,2.2818583465609397,13.226956007521201,3.543100436763869e+35,0.569638706439912,0.00022773544887813924
00050,1.8195941973939591,9.978681880112031,8.74325080913145e+35,1.1064558593335931,0.0004423491924626233
00051,2.1304800480202366,11.081166150866292,9.169523110150854e+35,0.9546842044906046,0.0003816725116965098
00052,2.393588671072608,13.28525263355006,4.204381195761544e+35,0.7263288171095855,0.24492837277922203
00053,1.5329266297507702,13.967526739556531,9.476933190418893e+34,0.4215418576908923,0.00789420307261148
